Name,Price,Stock,Sku,Image_url,Description,Bukalapak_link,Tokopedia_link,Shopee_link,Whatsapp
INTEL CORE I9 12900K,9.045.000,Stok Tersedia,,['https://starcompjogja.com/storage/product/8ed190faeeb7e9f1cf9ee3d6843396b4_intel-core-i9-12900k_1.webp']," Spesifikasi Produk :  Total Cores 16 # of Performance-cores8 # of Efficient-cores8 Total Threads 24 Max Turbo Frequency 5.20 GHz Intel® Turbo Boost Max Technology 3.0 Frequency ‡ 5.20 GHz Performance-core Max Turbo Frequency 5.10 GHz Efficient-core Max Turbo Frequency 3.90 GHz Performance-core Base Frequency3.20 GHz Efficient-core Base Frequency2.40 GHz Cache 30 MB Intel® Smart Cache Total L2 Cache14 MB Processor Base Power 125 W Maximum Turbo Power 241 W Supplemental Information Embedded Options Available No  Memory Specifications Max Memory Size (dependent on memory type) 128 GB Memory Types Up to DDR5 4800 MT/s Up to DDR4 3200 MT/s Max # of Memory Channels 2 Max Memory Bandwidth 76.8 GB/s  Processor Graphics Processor Graphics ‡ Intel® UHD Graphics 770 Graphics Base Frequency 300 MHz Graphics Max Dynamic Frequency 1.55 GHz Graphics Output eDP 1.4b, DP 1.4a, HDMI 2.1 Execution Units 32 Max Resolution (HDMI)‡ 4096 x 2160 @ 60Hz Max Resolution (DP)‡ 7680 x 4320 @ 60Hz Max Resolution (eDP - Integrated Flat Panel)‡ 5120 x 3200 @ 120Hz DirectX* Support 12 OpenGL* Support 4.5 Multi-Format Codec Engines 2 Intel® Quick Sync Video Yes Intel® Clear Video HD Technology Yes # of Displays Supported ‡4 Device ID0x4680 OpenCL* Support 2.1  Expansion Options Direct Media Interface (DMI) Revision4.0 Max # of DMI Lanes8 Scalability1S Only PCI Express Revision 5.0 and 4.0 PCI Express Configurations ‡ Up to 1x16+4, 2x8+4 Max # of PCI Express Lanes 20  Package Specifications Sockets Supported FCLGA1700 Max CPU Configuration1 Thermal Solution Specification PCG 2020A TJUNCTION 100°C Package Size45.0 mm x 37.5 mm ",https://www.bukalapak.com/p/komputer/hardware/processor/4h8xdrp-jual-intel-core-i9-12900k-16-core-24-threads-alder-lake-lga1700-up-to-5-20,https://www.tokopedia.com/starcomporigin/intel-core-i9-12900k-16-core-24-threads-alder-lake-lga1700-up-to-5-20,https://shopee.co.id/Intel-Core-i9-12900K-16-Core-24-Threads-Alder-Lake-LGA1700-Up-To-5.20Ghz-i.40255164.15285594907?sp_atk=3d133f75-6090-4508-8fb2-23258bd0c21d&xptdk=3d133f75-6090-4508-8fb2-23258bd0c21d,https://api.whatsapp.com/send?phone=+628112641352&text=Hai
INTEL CORE I9 12900F,7.659.000,Stok Tersedia,,['https://starcompjogja.com/storage/product/e75225b37964c199c1a939b1da07e5a0_intel-core-i9-12900f_1.webp'], Spesifikasi Produk :  Total Cores 16 # of Performance-cores 8 # of Efficient-cores 8 Total Threads 24 Max Turbo Frequency 5.10 GHz Intel® Turbo Boost Max Technology 3.0 Frequency ‡ 5.10 GHz Performance-core Max Turbo Frequency 5.00 GHz Efficient-core Max Turbo Frequency 3.80 GHz Performance-core Base Frequency 2.40 GHz Efficient-core Base Frequency 1.80 GHz Cache 30 MB Intel® Smart Cache Total L2 Cache 14 MB Processor Base Power 65 W Maximum Turbo Power 202 W  Memory Specifications  Max Memory Size (dependent on memory type) 128 GB Memory Types Up to DDR5 4800 MT/s Up to DDR4 3200 MT/s Max # of Memory Channels 2 Max Memory Bandwidth 76.8 GB/s ,https://www.bukalapak.com/p/komputer/hardware/processor/4h8xcas-jual-intel-core-i9-12900f-lga1700-16-core-24-thread-12th-gen-alder-lake,https://www.tokopedia.com/starcomporigin/intel-core-i9-12900f-lga1700-16-core-24-thread-12th-gen-alder-lake,https://shopee.co.id/Intel-Core-i9-12900F-LGA1700-16-Core-24-Thread-12th-Gen-Alder-Lake-i.40255164.19005360743?sp_atk=bceba165-f68d-4300-af94-6cc43b68aa41&xptdk=bceba165-f68d-4300-af94-6cc43b68aa41,https://api.whatsapp.com/send?phone=+628112641352&text=Hai
INTEL PENTIUM GOLD G7400,1.239.000,Stok Tersedia,,['https://starcompjogja.com/storage/product/1425642a39e7b8cc077b7004c8b6a867_intel-pentium-gold-g7400_1.webp'], Spesifikasi Produk :  - Total Cores : 2 - # of Performance-cores : 2 - # of Efficient-cores : 0 - Total Threads : 4 - Performance-core Base Frequency : 3.70 GHz - Cache : 6 MB Intel® Smart Cache - Total L2 Cache : 2.5 MB - Processor Base Power : 46 W - Max Memory Size (dependent on memory type) : 128 GB - Processor Graphics : Intel® UHD Graphics 710 - Sockets Supported : FCLGA1700 ,https://www.bukalapak.com/p/komputer/hardware/processor/4h78ejp-jual-intel-pentium-gold-g7400-2-core-4-threads-lga-1700-processor-g-7400,https://www.tokopedia.com/starcomporigin/intel-pentium-gold-g7400-2-core-4-threads-lga-1700-processor-g-7400,https://shopee.co.id/Intel-Pentium-Gold-G7400-2-Core-4-Threads-LGA-1700-Processor-G-7400-i.40255164.12288734882?sp_atk=c4a4e945-bfc2-40ba-b629-cc8fba1e7209,https://api.whatsapp.com/send?phone=+628112641352&text=Hai
INTEL CORE I3 10105,1.690.000,Stok Tersedia,,['https://starcompjogja.com/storage/product/a2e7d9fad63696ac910ca3624069d278_intel-core-i3-10105_1.webp'], Spesifikasi Produk :  CPU Specifications # of Cores 4 # of Threads 8 Processor Base Frequency 3.70 GHz Max Turbo Frequency 4.40 GHz Cache 6 MB Intel® Smart Cache Bus Speed 8 GT/s Intel® Turbo Boost Technology 2.0 Frequency‡ 4.40 GHz TDP 65 W  Max Memory Size (dependent on memory type) 128 GB Memory Types DDR4-2666 Max # of Memory Channels 2 Max Memory Bandwidth 41.6 GB/s  Processor Graphics ‡ Intel® UHD Graphics 630 ,https://www.bukalapak.com/p/komputer/hardware/processor/4h6kewg-jual-intel-core-i3-10105-4-cores-8-threads-4-4ghz-box-processor-intel,https://www.tokopedia.com/starcomporigin/intel-core-i3-10105-4-cores-8-threads-4-4ghz-box-processor-intel,https://shopee.co.id/Intel-Core-i3-10105-4-Cores-8-Threads-4.4Ghz-Box-Processor-Intel-i.40255164.16342744085?sp_atk=71fd2be6-ccd2-438f-ad00-973b7a71605c,https://api.whatsapp.com/send?phone=+628112641352&text=Hai
INTEL CORE I3 12100F,1.710.000,Stok Tersedia,,['https://starcompjogja.com/storage/product/31b2b6fa6d8cc1c3ff86a2e95f1030ef_intel-core-i3-12100f_1.webp'], Spesifikasi Produk :  Total Cores 4 # of Performance-cores 4 # of Efficient-cores 0 Total Threads 8 Max Turbo Frequency 4.30 GHz Performance-core Max Turbo Frequency 4.30 GHz Performance-core Base Frequency 3.30 GHz Cache 12 MB Intel® Smart Cache Total L2 Cache 5 MB Processor Base Power 58 W Maximum Turbo Power 89 W  Memory Specifications  Max Memory Size (dependent on memory type) 128 GB Memory Types Up to DDR5 4800 MT/s Up to DDR4 3200 MT/s Max # of Memory Channels 2 Max Memory Bandwidth 76.8 GB/s ,https://www.bukalapak.com/p/komputer/hardware/processor/4h5itgj-jual-intel-core-i3-12100f-4-core-8-thread-lga1700-alderlake-processor-12100-f,https://www.tokopedia.com/starcomporigin/intel-core-i3-12100f-4-core-8-thread-lga1700-alderlake-processor-12100,https://shopee.co.id/Intel-Core-i3-12100F-4-Core-8-Thread-LGA1700-AlderLake-Processor-12100-F-i.40255164.13383621908?sp_atk=ceb19150-8ef0-4ab3-8aa2-70f1485fac36,https://api.whatsapp.com/send?phone=+628112641352&text=Hai
GIGABYTE B450M DS3H V2,1.165.000,Stok Tersedia,,['https://starcompjogja.com/storage/product/b92118322fe929fc65a1ec23e64224a0-gigabyte-b450m-ds3h-v2-1.webp']," Specification CPU AM4 Socket: Supports AMD 3rd Gen Ryzen/ 2nd Gen Ryzen/ 1st Gen Ryzen/ 2nd Gen Ryzen with Radeon Vega Graphics/ 1st Gen Ryzen with Radeon Vega Graphics/ Athlon with Radeon Vega Graphics Processors (Please refer ""CPU Support List"" for more information.) Chipset AMD B450 Memory 4 x DDR4 DIMM sockets supporting up to 128 GB (32 GB single DIMM capacity) of system memory Dual channel memory architecture Support for DDR4 3600(O.C.)/3466(O.C.)/3200(O.C.)/2933/2667/2400/2133 MHz memory modules Support for ECC Un-buffered DIMM 1Rx8/2Rx8 memory modules (operate in non-ECC mode) Support for non-ECC Un-buffered DIMM 1Rx8/2Rx8/1Rx16 memory modules Support for Extreme Memory Profile (XMP) memory modules (Please refer ""Memory Support List"" for more information.) Onboard Graphics Integrated Graphics Processor: 1 x DVI-D port, supporting a maximum resolution of 1920x1200@60 Hz * The DVI-D port does not support D-Sub connection by adapter. 1 x HDMI port, supporting a maximum resolution of 4096x2160@60 Hz(Note) * Support for HDMI 2.0 version and HDCP 2.2.(Note) Maximum shared memory of 16 GB  (Note) Actual support may vary by CPU. Storage Interface 1 x M.2 connector (Socket 3, M key, type 2242/2260/2280/22110 SATA and PCIe x4/x2* SSD support) * Actual support may vary by CPU. * Supports only M.2 SATA SSDs when using an AMD Athlon-series/ 7th Gen. A-series or Athlon X4 APU. 4 x SATA 6Gb/s connectors Support for RAID 0, RAID 1, and RAID 10 * Refer to ""1-7 Internal Connectors,"" for the installation notices for the M.2 and SATA connectors. Back Panel Connectors 1 x PS/2 keyboard/mouse port 1 x DVI-D port 1 x HDMI port 4 x USB 3.1 Gen 1 ports 4 x USB 2.0/1.1 ports 1 x RJ-45 port 3 x audio jacks ",https://www.bukalapak.com/p/komputer/hardware/motherboard/46w3rib-jual-gigabyte-motherboard-b450m-ds3h-v2-amd-am4-b450,https://www.tokopedia.com/starcomporigin/gigabyte-motherboard-b450m-ds3h-v2-amd-am4-b450,https://shopee.co.id/product/40255164/7573973896/,https://api.whatsapp.com/send?phone=+628112641352&text=Hai
ASUS PRIME B660M-A WIFI DDR4,2.505.000,Stok Tersedia,,"['https://starcompjogja.com/storage/product/57af4dcf5f052c27f1c83aeb746f6f81_asus-prime-b660m-a-wifi-ddr4_1.webp', 'https://starcompjogja.com/storage/product/a8bcab230aaa0eae9550b0134b1a24d6_asus-prime-b660m-a_2.webp', 'https://starcompjogja.com/storage/product/539ee74fb0bda713e33b07a4023c8974_asus-prime-b660m-a_3.webp']"," Spesifikasi Produk :  CPU - Intel® Socket LGA1700 for 12th Gen Intel® Core™, Pentium® Gold and Celeron® Processors  Chipset - Intel B660  Memory - 4 x DIMM, Max. 128GB, DDR4 5333(OC)/5000(OC)/4800(OC)/4600(OC)/4400(OC)/4266(OC)/4000(OC)/3733(OC)/3600(OC)/3466(OC)/3400(OC)/3333(OC)/3200/3000/2933/2800/2666/2400/2133 Non-ECC, Un-buffered Memory*  Graphics - 1 x DisplayPort** - 2 x HDMI® port*** * Graphics specifications may vary between CPU types. Please refer to www.intel.com for any updates.  Expansion Slots - Intel® 12th Gen Processors * 1 x PCIe 4.0/3.0 x16 slot - Intel® B660 Chipset * * 1 x PCIe 3.0 x16 slot (supports x4 mode) * 1 x PCIe 3.0 x16 slot (supports x1 mode)  Storage - Total supports 2 x M.2 slots and 4x SATA 6Gb/s ports* - Intel® 12th Gen Processors * M.2_1 slot (Key M), type 2242/2260/2280 # Intel® 12th Gen processors support PCIe 4.0 x4 mode. - Intel® B660 Chipset ** * M.2_2 slot (Key M), type 2242/2260/2280 (supports PCIe 4.0 x4 mode)* * 4 x SATA 6Gb/s ports  Ethernet - 1 x Ethernet  Wireless & Bluetooth - 2x2 Wi-Fi 6- (802.11 a/b/g/n/ac/ax) - Supports 2.4/5GHz frequency band - Bluetooth v5.2  Form Factor - microATX - 24.4cm x 24.4cm ",https://www.bukalapak.com/p/komputer/hardware/motherboard/4h5fjs7-jual-asus-prime-b660m-a-wifi-d4-intel-b660-lga-1700-ddr4-alderlake-b660,https://www.tokopedia.com/starcomporigin/asus-prime-b660m-a-wifi-d4-intel-b660-lga-1700-ddr4-alderlake-b660,https://shopee.co.id/ASUS-PRIME-B660M-A-WIFI-D4-Intel-B660-LGA-1700-DDR4-AlderLake-B660-i.40255164.16030163297?sp_atk=bf3baaae-712c-469e-90da-1ba2ca9581c4,https://api.whatsapp.com/send?phone=+628112641352&text=Hai
ASROCK B660M PHANTOM GAMING 4,1.848.000,Stok Tersedia,,"['https://starcompjogja.com/storage/product/4cd530618f153783c9a9c48e9b9dd59f_asrock-b660m-phantom-gaming-4_1.webp', 'https://starcompjogja.com/storage/product/7a7ef92e668128985fda17286059287b_asrock-b660m-phantom-gaming-4_2.webp', 'https://starcompjogja.com/storage/product/7a7ef92e668128985fda17286059287b_asrock-b660m-phantom-gaming-4_3.webp', 'https://starcompjogja.com/storage/product/7a7ef92e668128985fda17286059287b_asrock-b660m-phantom-gaming-4_4.webp']"," Spesifkasi produk :  ASRock Super Alloy - Premium Power Choke - Sapphire Black PCB - High Density Glass Fabric PCB ASRock Intel® 4-Layer Memory POOL (Planes on Outer Layers) Technology ASRock Steel Slot ASRock Hyper M.2 (PCIe Gen4x4) ASRock POST Status Checker (PSC) ASRock Full Spike Protection (for all USB, Audio, LAN Ports) ASRock Live Update & APP Shop  CPU - Supports 12th Gen Intel® Core™ Processors (LGA1700) - Digi Power design - 8 Power Phase design - Supports Intel® Hybrid Technology - Supports Intel® Turbo Boost Max 3.0 Technology  Chipset - Intel® B660  Memory - Dual Channel DDR4 Memory Technology - 4 x DDR4 DIMM Slots - Supports DDR4 non-ECC, un-buffered memory up to 5333+(OC)* - Supports ECC UDIMM memory modules (operate in non-ECC mode) - Max. capacity of system memory: 128GB - Supports Intel® Extreme Memory Profile (XMP) 2.0 *Supports DDR4 3200 natively.  BIOS - 128Mb AMI UEFI Legal BIOS with multilingual GUI support - ACPI 6.0 Compliant wake up events - SMBIOS 2.7 Support - CPU Core/Cache, CPU GT, DRAM, VDD_IMC, VCCIN AUX, +1.05V PROC, +0.82V PCH, +1.05V PCH Voltage Multi-adjustment  Graphics - Intel® Xe Graphics Architecture (Gen 12) - Dual graphics output: support HDMI and DisplayPort 1.4 ports by independent display controllers - Supports HDMI 2.1 TMDS Compatible with max. resolution up to 4K x 2K (4096x2160) @ 60Hz - Supports DisplayPort 1.4 with DSC (compressed) max. resolution up to 8K (7680x4320) @ 60Hz / 5K (5120x3200) @ 120Hz - Supports HDCP 2.3 with HDMI 2.1 TMDS Compatible and DisplayPort 1.4 Ports *Intel® UHD Graphics Built-in Visuals and the VGA outputs can be supported only with processors which are GPU integrated. ",https://www.bukalapak.com/p/komputer/hardware/motherboard/4hgx5dv-jual-asrock-b660m-phantom-gaming-4-ddr4-intel-lga-1700-gen12-chipset-b-660,https://www.tokopedia.com/starcomporigin/asrock-b660m-phantom-gaming-4-ddr4-intel-lga-1700-gen12-chipset-b-660,https://shopee.co.id/ASROCK-B660M-PHANTOM-GAMING-4-DDR4-Intel-LGA-1700-Gen12-Chipset-B-660-i.40255164.21831340827?sp_atk=32952825-ecfd-40bb-a43e-8fd9e73c3759&xptdk=32952825-ecfd-40bb-a43e-8fd9e73c3759,https://api.whatsapp.com/send?phone=+628112641352&text=Hai
ASROCK B660M-HDV,1.605.000,Stok Tersedia,,"['https://starcompjogja.com/storage/product/6dfbec4056a34cac3369a348a50df45f_asrock-b660m-hdv_1.webp', 'https://starcompjogja.com/storage/product/b6100f6386074d9bf14c07d4e298b450_asrock-b660m-hdv_2.webp', 'https://starcompjogja.com/storage/product/b6100f6386074d9bf14c07d4e298b450_asrock-b660m-hdv_3.webp', 'https://starcompjogja.com/storage/product/69ed46dc00f6fe97634ee9e83676b9e8_asrock-b660m-hdv_4.webp']"," Spesifikasi Motherboard :  Supports 12th Gen Intel® Core™ Processors (LGA1700) 6 Phase Power Design Supports DDR4 5066MHz (OC) 1 PCIe 4.0 x16, 2 PCIe 3.0 x1 1 M.2 Key-E for WiFi Graphics Output Options: HDMI, DisplayPort, D-Sub Realtek ALC887/897 7.1 CH HD Audio Codec, Nahimic Audio 4 SATA3 1 Hyper M.2 (PCIe Gen4 x4) 1 Ultra M.2 (PCIe Gen3 x4 & SATA3) 6 USB 3.2 Gen1 (3 Rear, 1 Rear Type-C, 2 Front) 5 USB 2.0 (2 Rear, 3 Front) Intel® Gigabit LAN ",https://www.bukalapak.com/p/komputer/hardware/motherboard/4h3ytvj-jual-asrock-b660m-hdv-ddr4-lga1700-intel-asrock-motherboard-b660,https://www.tokopedia.com/starcomporigin/asrock-b660m-hdv-ddr4-lga1700-intel-asrock-motherboard-b660,https://shopee.co.id/ASROCK-B660M-HDV-DDR4-LGA1700-Intel-ASRock-Motherboard-B660-i.40255164.16304396513?sp_atk=90a4ceb7-044f-4766-b622-402aff10784c,https://api.whatsapp.com/send?phone=+628112641352&text=Hai
ASROCK B760M STEEL LEGEND WIFI DDR5,3.020.000,Stok Tersedia,,['https://starcompjogja.com/storage/product/f2f29f1f8e1a179db7ae26f0f98875bc_asrock-b760m-steel-legend-wifi-ddr5_1.webp']," Spesifikasi Produk :  Supports 13th Gen & 12th Gen Intel® Core™ Processors (LGA1700) 12+1+1 Power Phase, Dr.MOS for VCore+GT Supports DDR5 7200MHz (OC) 1 PCIe 5.0 x16, 1 PCIe 4.0 x1 Graphics Output Options: HDMI, DisplayPort, eDP Realtek ALC897 7.1 CH HD Audio Codec, Nahimic Audio 4 SATA3, 3 Hyper M.2 (PCIe Gen4x4) 2 USB 3.2 Gen2 Type-C (1 Rear, 1 Front), 1 USB 3.2 Gen2 Type-A (Rear), 6 USB 3.2 Gen1 (4 Rear, 2 Front), 6 USB 2.0 (2 Rear, 4 Front) Dragon 2.5G LAN, 802.11ax (WiFi 6E) + Bluetooth 5.3 Supports ASRock Auto Driver Installer  Unique Feature Superb Productivity - PCIe Gen5 (Graphics) - Dual Channel DDR5 Rock-Solid Durability - 12+1+1 Power Phase, 50A Dr.MOS for VCore+GT - Flexible Integrated I/O Shield - Nichicon 12K Black Caps (100% Japan made high quality conductive polymer capacitors) for VCore Ultrafast Connectivity - 2.5G LAN, 802.11ax Wi-Fi 6E Module EZ Update - ASRock Auto Driver Installer EZ Troubleshooter - ASRock Post Status Checker CPU - Supports 13th Gen & 12th Gen Intel® Core™ Processors (LGA1700) - Supports Intel® Hybrid Technology - Supports Intel® Turbo Boost Max 3.0 Technology - Supports Intel® Thermal Velocity Boost (TVB) - Supports Intel® Adaptive Boost Technology (ABT)  Chipset - Intel® B760  Memory - Dual Channel DDR5 Memory Technology - 4 x DDR5 DIMM Slots - Supports DDR5 non-ECC, un-buffered memory up to 7200+(OC)* - Max. capacity of system memory: 128GB - Supports Intel® Extreme Memory Profile (XMP) 3.0  Accessories - 1 x User Manual - 2 x SATA Data Cables - 2 x ASRock WiFi 2.4/5/6 GHz Antennas - 3 x Screws for M.2 Sockets - 3 x Standoffs for M.2 Sockets  Form Factor - Micro ATX Form Factor: 9.6-in x 9.6-in, 24.4 cm x 24.4 cm - 2oz Copper PCB ",https://www.bukalapak.com/p/komputer/hardware/motherboard/4ho047m-jual-asrock-b760m-steel-legend-wifi-ddr5-intel-b-760-lga1700-motherboard,https://www.tokopedia.com/starcomporigin/asrock-b760m-steel-legend-wifi-ddr5-intel-b-760-lga1700-motherboard,https://shopee.co.id/product/40255164/20781798709/,https://api.whatsapp.com/send?phone=+628112641352&text=Hai
ASUS PRIME B450M-A II,1.150.000,Stok Tersedia,,"['https://starcompjogja.com/storage/product/991505af5d59dd035ef1e38f4fcc1841_asus-prime-b450m-a-ii_1.webp', 'https://starcompjogja.com/storage/product/991505af5d59dd035ef1e38f4fcc1841_asus-prime-b450m-a-ii_2.webp']"," CPU AMD AM4 Socket for AMD Ryzen™ 5000 Series/ 5000 G-Series/ 4000 G-Series/ 3rd/2nd/1st Gen AMD Ryzen™/ 2nd and 1st Gen AMD Ryzen™ with Radeon™ Vega Graphics/ Athlon™ with Radeon™ Vega Graphics Processors *  Chipset AMD B450  Memory 3rd/2nd/1st Gen AMD Ryzen™/ 2nd and 1st Gen AMD Ryzen™ with Radeon™ Vega Graphics/ Athlon™ with Radeon™ Vega Graphics Processors 4 x DIMM, Max. 128GB, DDR4 4400(O.C)/4000(O.C.)/3866(O.C.)/3733(O.C.)/3600(O.C.)/3466(O.C.)/3400(O.C.)/3300(O.C.)/3200(O.C.)/3000(O.C.)/2800(O.C.)/2666/2400/2133 MHz Un-buffered Memory * Dual Channel Memory Architecture ECC Memory (ECC mode) support varies by CPU.  Graphic Integrated Graphics in the 2nd and 1st Gen AMD Ryzen™ with Radeon™ Vega Graphics/ Athlon™ with Radeon™ Vega Graphics Processors * 1 x D-Sub 1 x DVI-D 1 x HDMI 2.0b *Graphics specifications may vary between CPU types.  Expansion Slots 3rd/2nd/1st Gen AMD Ryzen™ Processors 1 x PCIe 3.0 x16 (x16 mode) 2nd and 1st Gen AMD Ryzen™ with Radeon™ Vega Graphics Processors 1 x PCIe 3.0 x16 (x8 mode) AMD Athlon™ with Radeon™ Vega Graphics Processors 1 x PCIe 3.0 x16 (x4 mode) AMD B450 chipset 2 x PCIe 2.0 x1  Storage Total supports 1 x M.2 slot(s) and 6 x SATA 6Gb/s ports 3rd/2nd/1st Gen AMD Ryzen™/ 2nd and 1st Gen AMD Ryzen™ with Radeon™ Vega Graphics : *1 1 x M.2 Socket 3, with M key, type 2242/2260/2280/22110 storage devices support (SATA & PCIE 3.0 x 4 mode) Athlon™ with Radeon™ Vega Graphics Processors : *1 1 x M.2 Socket 3, with M key, type 2242/2260/2280/22110 storage devices support (SATA mode) 3rd/2nd/1st Gen AMD Ryzen™/ 2nd and 1st Gen AMD Ryzen™ with Radeon™ Vega Graphics/ Athlon™ with Radeon™ Vega Graphics Processors : 2 x SATA 6Gb/s port(s), Support Raid 0, 1, 10 AMD B450 chipset : 4 x SATA 6Gb/s port(s), Support Raid 0, 1, 10 ",https://www.bukalapak.com/p/komputer/hardware/motherboard/4hinsq1-jual-asus-prime-b450m-a-ii-socket-am4,https://www.tokopedia.com/starcomporigin/asus-prime-b450m-a-ii-socket-am4,https://shopee.co.id/ASUS-PRIME-B450M-A-II-(Socket-AM4)-i.40255164.18069444581?sp_atk=93cd37c6-8a7e-4109-b7c6-1b55067b9780&xptdk=93cd37c6-8a7e-4109-b7c6-1b55067b9780,https://api.whatsapp.com/send?phone=+628112641352&text=Hai
MSI MAG Z790 TOMAHAWK WIFI DDR5,6.299.000,Stok Tersedia,,"['https://starcompjogja.com/storage/product/623a38315e60ce758cf9000ba0d3b775_msi-mag-z790-tomahawk-wifi-ddr5_1.webp', 'https://starcompjogja.com/storage/product/623a38315e60ce758cf9000ba0d3b775_msi-mag-z790-tomahawk-wifi-ddr5_2.webp', 'https://starcompjogja.com/storage/product/623a38315e60ce758cf9000ba0d3b775_msi-mag-z790-tomahawk-wifi-ddr5_3.webp']"," 💎Seluruh produk yang kami jual merupakan 100% original, 100% baru, 100% garansi resmi dan kepuasan Anda adalah prioritas kami💎  Spesifikasi Produk :  Model Name MAG Z790 TOMAHAWK WIFI CPU Support Supports 12th/ 13th Gen Intel® Core™ Processors, Pentium® Gold and Celeron® Processors CPU Socket LGA 1700 Chipset Intel® Z790 Chipset Expansion Slots 1x PCIe 5.0 x16 slot, 1x PCIe 4.0 x16 slot, 1x PCIe 3.0 x1 slot Display Interface Support 4K@60Hz as specified in HDMI™ 2.1, DisplayPort 1.4 – Requires Processor Graphics Memory Support 4 DIMMs, Dual Channel DDR5 7200+MHz (OC) Storage 4x M.2 Gen4 x4 64Gbps slots, 7x SATA 6Gb/s ports USB ports 1x USB 3.2 Gen 2x2 20Gbps (Type-C), 6x USB 3.2 Gen 2 10Gbps (4 Type-A + 2 Type-C), 6x USB 3.2 Gen 1 5Gbps (Type-A), 4x USB 2.0 LAN 1x Intel® 2.5Gbps LAN Wireless / Bluetooth Intel® Wi-Fi 6E, Bleutooth 5.3 Audio 8-Channel (7.1) HD Audio with Audio Boost ",https://www.bukalapak.com/p/komputer/hardware/motherboard/4hikxzy-jual-msi-mag-z790-tomahawk-wifi-ddr5-motherboard-intel-lga-1700-gen13-z-790,https://www.tokopedia.com/starcomporigin/msi-mag-z790-tomahawk-wifi-ddr5-motherboard-intel-lga-1700-gen13-z-790,https://shopee.co.id/MSI-MAG-Z790-TOMAHAWK-WIFI-DDR5-Motherboard-Intel-LGA-1700-Gen13-Z-790-i.40255164.23812710336?sp_atk=345106f3-3f5d-4f5b-b455-a63795723710&xptdk=345106f3-3f5d-4f5b-b455-a63795723710,https://api.whatsapp.com/send?phone=+628112641352&text=Hai
ASUS TUF GAMING B550 PLUS WIFI II,3.189.000,Stok Tersedia,,"['https://starcompjogja.com/storage/product/2b32458e311106f27e4391a7f460e0d6_asus-tuf-gaming-b550-plus-wifi-ii_1.webp', 'https://starcompjogja.com/storage/product/2b32458e311106f27e4391a7f460e0d6_asus-tuf-gaming-b550-plus-wifi-ii_2.webp', 'https://starcompjogja.com/storage/product/c301edc071ca0ebc85e1704bd2c57c14_asus-tuf-gaming-b550-plus-wifi-ii_3.webp', 'https://starcompjogja.com/storage/product/c301edc071ca0ebc85e1704bd2c57c14_asus-tuf-gaming-b550-plus-wifi-ii_4.webp']","  Spesifikasi Produk :  AMD B550 (Ryzen AM4) ATX gaming motherboard with PCIe 4.0, dual M.2, 10 DrMOS power stages, Wi-Fi 6, 2.5 Gb Ethernet, HDMI, DisplayPort, SATA 6 Gbps, USB 3.2 Gen 2 Type-A and Type-C, Thunderbolt 3 header, and Aura Sync RGB lighting support  AMD AM4 socket: Ready for Ryzen 5000 Series/ 4000 G-Series/ 3000 Series Desktop Processors Enhanced power solution: 8+2 DrMOS power stages, ProCool sockets, military-grade TUF components, and Digi+ VRM for maximum durability Comprehensive cooling: VRM heatsink, PCH fanless heatsink, Dual M.2 heatsink, hybrid fan headers and Fan Xpert 4 utility Next-gen connectivity: PCIe 4.0 M.2, USB 3.2 Gen 2 Type-A and Type-C, Thunderbolt 3 header support Made for online gaming: Wi-Fi 6, 2.5 Gb Ethernet, and TUF LANGuard AI noise-canceling microphone: provides crystal-clear in-game voice communication ",https://www.bukalapak.com/p/komputer/hardware/motherboard/4hig87j-jual-asus-tuf-gaming-b550-plus-wifi-ii-mainboard-amd-am4-b-550-atx-ddr4,https://www.tokopedia.com/starcomporigin/asus-tuf-gaming-b550-plus-wifi-ii-mainboard-amd-am4-b-550-atx-ddr4,https://shopee.co.id/ASUS-TUF-GAMING-B550-PLUS-WIFI-II-Mainboard-AMD-AM4-B-550-ATX-DDR4-i.40255164.20068738211?sp_atk=90d21481-7ffe-42e1-a824-08d4a65e8e90&xptdk=90d21481-7ffe-42e1-a824-08d4a65e8e90,https://api.whatsapp.com/send?phone=+628112641352&text=Hai
